"id","name","default_code","brand","model","description","categ_id","sale_ok","purchase_ok","type","procure_method","supply_method","cost_method","uom_id","uom_po_id","valuation","standard_price","list_price","taxes_id","supplier_taxes_id"
"Product_00001","Portable Ambient Oxygen Monitors",,"AII","AII-3000 A","Analysis Ranges: 0-100% oxygen 
Area Classification: General purpose
Connections: 1x16 mm thread
Power: 2 AA Alkaline batteries
Signal Output: None
Sensor Model: AII-11-60","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00002","Portable Ambient Oxygen Monitors",,"AII","AII-3000 AHC","Analysis Ranges: 0-100% oxygen 
Area Classification: General purpose
Connections:Tubing 1/4” 
Power: 2 AA Alkaline batteries
Signal Output: None
Sensor Model: AII-11-60-HC","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00003","Portable Ambient Oxygen Monitors",,"AII","AII-3000 M","Analysis Ranges: 0-100% oxygen 
Area Classification: General purpose
Connections: 1x16 mm thread
Power: 2 AA Alkaline batteries
Signal Output: None
Sensor Model: AII-11-60","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00004","Portable PPM Oxygen Analyzer",,"AII","GPR-1000","Analysis Ranges: 0-1000 PPM, 0-1%, 0-25% (CAL) FS Auto-ranging or manual lock on a single range
Area Classification: General purpose
Connections: 1/8"" compression tube fittings
Power: Rechargeable battery
Signal Output: 0-1V FS
Sensor Model: GPR-12-100-M for non-acid (CO2) gas streams 
                           XLT-12-100-M for gas mixture with > 0.5% CO2   ","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00005","Portable PPM Oxygen Analyzer",,"AII","GPR-1000 ATEX","Analysis Ranges: 0-1000 PPM, 0-1%, 0-25% (CAL) FS Auto-ranging or manual lock on a single range
Area Classification: Class I, Division 1, Groups C, D 
Connections: 1/8"" compression tube fittings
Power: Rechargeable battery
Signal Output: 0-1V FS
Sensor Model: GPR-12-100-M for non-acid (CO2) gas streams 
                           XLT-12-100-M for gas mixture with > 0.5% CO2   ","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00006","Portable PPM Oxygen Analyzer",,"AII","GPR-1100","Analysis Ranges: 0-10, 0-100, 0-1000 PPM, 0-1%, 0-25% (CAL) FS Auto-ranging or manual lock on a single range 
Area Classification: General purpose
Connections: 1/8"" compression tube fittings
Power: Rechargeable battery
Signal Output: 0-1V FS
Sensor Model: GPR-12-333 for non-acid (CO2) gas streams 
                           XLT-12-333 for gas mixture with > 0.5% CO2 ","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00007","Portable PPM Oxygen Analyzer",,"AII","GPR-1100 ATEX","Analysis Ranges:  0-10, 0-100, 0-1000 PPM, 0-1%, 0-25% (CAL) FS Auto-ranging or manual lock on a single range
Area Classification: Class I, Division 1, Groups C, D 
Connections: 1/8"" compression tube fittings
Power: Rechargeable battery
Signal Output: 0-1V FS
Sensor Model: GPR-12-333 for non-acid (CO2) gas streams 
                           XLT-12-333 for gas mixture with > 0.5% CO2 ","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00008","Portable PPM Trace Oxygen Analyzer",,"AII","GPR-1200","Analysis Ranges: 0-10, 0-100, 0-1000 PPM, 0-1%, 0-25% (CAL) FS Auto-ranging or manual lock on a single range 
Area Classification: General purpose
Connections: 1/8"" compression tube fittings
Power: Rechargeable battery
Signal Output: 0-1V FS
Sensor Model: GPR-12-333 for non-acid (CO2) gas streams 
                           XLT-12-333 for gas mixture with > 0.5% CO2 ","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00009","Portable PPM Oxygen Analyzer",,"AII","GPR-1200 ATEX","Analysis Ranges: 0-10, 0-100, 0-1000 PPM, 0-1%, 0-25% (CAL) FS Auto-ranging or manual lock on a single range 
Area Classification: Class I, Division 1, Groups C, D 
Connections: 1/8"" compression tube fittings
Power: Rechargeable battery
Signal Output: 0-1V FS
Sensor Model: GPR-12-333 for non-acid (CO2) gas streams 
                           XLT-12-333 for gas mixture with > 0.5% CO2 ","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00010","Portable PPB Oxygen Analyzer",,"AII","GPR-1200 MS","Analysis Ranges: 0-1, 0-10, 0-100, 0-1000 PPM FS ranges; Auto-ranging or manual lock on a single range
Area Classification: Class I, Division 1, Groups C, D
Connections: 1/8"" compression tube fittings
Power: Rechargeable battery
Signal Output: 0-1V FS
Sensor Model: GPR-12-2000MS   ","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00011","Portable PPB Oxygen Analyzer",,"AII","GPR-1200 MS ATEX","Analysis Ranges: 0-1, 0-10, 0-100, 0-1000 PPM FS ranges; Auto-ranging or manual lock on a single range
Area Classification: General purpose 
Connections: 1/8"" compression tube fittings
Power: Rechargeable battery
Signal Output: 0-1V FS
Sensor Model: GPR-12-2000MS   ","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00012","PPM Oxygen Transmitter",,"AII","GPR-15 XP","Analysis Ranges: 0-100 ppm, 0-25% FS ranges
Area Classification: Class 1, Division 1, Groups C, D hazardous areas 
Connections: 1/8"" compression tube fittings
Power: 12-28VDC two wire loop power 
Signal Output: 4-20mA 
Sensor Model: XLT-12-100-M
                           GPR-12-100-M  ","Transmitter","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00013","PPM Oxygen Transmitter",,"AII","GPR-1500","Analysis Ranges: 0-10 PPM, 0-100 PPM, 0-1000 PPM, 0-1%, 0-25% FS ranges; auto-ranging or manually lock on single range 
Area Classification: General purpose
Connections: 1/8"" compression tube fittings
Power: 12-24 VDC
Signal Output: 4-20mA
Sensor Model: GPR-12-333 for inert gases;
XLT-12-333 for gases containing > 0.5% CO2  ","Transmitter","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00014","PPM Oxygen Transmitter",,"AII","GPR-1500 A","Analysis Ranges: 
Area Classification: General purpose
Connections: 1/8"" compression tube fittings
Power: 12-24 VDC
Signal Output: 0-1V FS
Sensor Model: GPR-12-2000MS   ","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00015","PPM Oxygen Transmitter",,"AII","GPR-1500 ATEX","Analysis Ranges: 0-10 PPM, 0-100 PPM, 0-1000 PPM, 0-1%, 0-25% FS ranges; auto-ranging or manually lock on single range
Area Classification: Meets the recognized intrinsic safety standards for use in Class 1, Division 1, Group C, D hazardous
Connections: 1/8"" compression tube fittings
Power: 24 VDC
Signal Output: 4-20mA
Sensor Model: GPR-12-333 for inert gases; 
                           XLT-12-333 for gases containing > 0.5% CO2 ","Transmitter","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00016","PPM OxygenTransmitter",,"AII","GPR-1500 D","Analysis Ranges: 0-10 PPM, 0-100 PPM, 0-1000 PPM, 0-1%, 0-25% FS ranges; auto-ranging or manually lock on single range
Area Classification: General purpose 
Connections: 1/8"" compression tube fittings
Power: 12-24 VDC
Signal Output: 4-20mA 
Sensor Model: GPR-12-100-M for inert gases; 
                           XLT-12-100-M for gases containing >0.5% CO2 ","Transmitter","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00017","PPM Oxygen Transmitter",,"AII","GPR-1500 D ATEX","Analysis Ranges: 0-100 PPM, 0-1000 PPM, 0-1%, 0-25% FS ranges; auto-ranging or manually lock on single range 
Area Classification: Meets the recognized intrinsic safety standards for use in Class 1, Division 1, Group C, D hazardous 
Connections: 1/8"" compression tube fittings
Power: 24 VDC 
Signal Output: 4-20mA 
Sensor Model: GPR-12-100-M for inert gases; 
                           XLT-12-100-M for gases containing > 0.5% CO2","Transmitter","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00018","PPM Oxygen Analyzer",,"AII","GPR-1500 DA",,"Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00019","PPM Oxygen Transmitter",,"AII","GPR-1500 DK",,"Transmitter","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00020","PPM Oxygen Transmitter",,"AII","GPR-1500 DN",,"Transmitter","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00021","PPM Oxygen Transmitter",,"AII","GPR-1500 DN ATEX",,"Transmitter","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00022","PPM Oxygen Transmitter",,"AII","GPR-1500 GB","Analysis Ranges: 0-10 PPM, 0-100 PPM, 0-1000 PPM, 0-1%, 0-25% FS ranges; auto-ranging or manually lock on single range
Area Classification: General purpose
Connections: 1/8"" compression tube fittings
Power: 12-24 VDC (2 wire loop power)
Signal Output: 4-20mA
Sensor Model: GPR-12-100-M for general use 
                           XLT-12-100-M for gases containing > 0.5% CO2 ","Transmitter","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00023","PPM Oxygen Transmitter",,"AII","GPR-1500 N","Analysis Ranges: 0-10 PPM, 0-100 PPM, 0-1000 PPM, 0-1%, 0-25% (air calibration only) FS ranges; auto or fixed ranging
Area Classification: General purpose
Connections: 1/8"" compression tube fittings
Power: 12-24 VDC two wire loop power
Signal Output: 4-20mA
Sensor Model: GPR-12-333 for inert gases; 
                           XLT-12-333 for gases containing > 0.5% CO2","Transmitter","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00024","PPM Oxygen Transmitter",,"AII","GPR-1500 N ATEX",,"Transmitter","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00025","PPB Oxygen Analyzer",,"AII","GPR-16 MS W306-F",,"Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00026","PPM Oxygen Analyzer",,"AII","GPR-1600","Analysis Ranges: 0-10 ppm, 0-100, 0-1000, 0-1%, 0-25% FS ranges; auto-ranging or manually lock on single range
Area Classification: General purpose
Connections: 1/4"" compression tube fittings
Power: Universal; specify 110 or 220 VAC with optional heater
Signal Output: 4-20mA isolated and 0-1V 
Sensor Model: GPR-12-333
                           XLT-12-333","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00027","PPB Oxygen Analyzer",,"AII","GPR-1600 MS","Analysis Ranges:0-1 ppm, 0-10, 0-100, 0-1000 ppm FS ranges standard;  auto-ranging or manually lock on single range
Area Classification: General purpose
Connections: 1/4"" compression tube fittings
Power: Universal; specify 110 or 220 VAC for heater system
Signal Output: 4-20mA isolated and 0-1V 
Sensor Model: GPR-12-2000MS","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00028","PPB Oxygen Analyzer",,"AII","GPR-1600 MS T",,"Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00029","PPB Oxygen Analyzer",,"AII","GPR-1600 MS TO",,"Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00030","PPB Oxygen Analyzer",,"AII","GPR-1600 MS W","Analysis Ranges:0-1 ppm, 0-10, 0-100, 0-1000 ppm FS ranges standard;  auto-ranging or manually lock on single range
Area Classification: General purpose
Connections: 1/4"" compression tube fittings
Power: Universal; specify 110 or 220 VAC for heater system
Signal Output: 4-20mA isolated and 0-1V 
Sensor Model: GPR-12-2000MS","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00031","PPB Oxygen Analyzer",,"AII","GPR-1600 MS W306","Analysis Ranges:0-1 ppm, 0-10, 0-100, 0-1000 ppm FS ranges standard;  auto-ranging or manually lock on single range
Area Classification: General purpose
Connections: 1/4"" compression tube fittings
Power: Universal; specify 110 or 220 VAC for heater system
Signal Output: 4-20mA isolated and 0-1V 
Sensor Model: GPR-12-2000MS","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00032","PPM Oxygen Analyzer",,"AII","GPR-1600 MS WT",,"Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00033","PPM Oxygen Analyzer",,"AII","GPR-1600 T",,"Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00034","PPM Oxygen Analyzer",,"AII","GPR-1600 TO",,"Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00035","PPB Oxygen Analyzer",,"AII","GPR-1600 UHP","Analysis Ranges: 0-100 ppb, 0-1 ppm, 0-10, 0-100 ppm FS ranges; auto-ranging or manually lock on single range 
Area Classification: General purpose
Connections: Sample and span inlets - 1/4"" VCR fittings; air inlet and vent - 1/4” compression tube fittings
Power: Specify 100/120 or 220/240 VAC
Signal Output: 4-20mA isolated and 0-1V 
Sensor Model: GPR-13-2000UHP
                           GPR-1600 UHP-B
                           GPR-1600 UHP-M","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00036","PPB Oxygen Analyzer",,"AII","GPR-1600 UHP B",,"Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00037","PPM Oxygen Analyzer",,"AII","GPR-1600 W",,"Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00038","PPM Oxygen Analyzer",,"AII","GPR-1600 W-AV",,"Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00039","PPM Oxygen Analyzer",,"AII","GPR-1600 W306",,"Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00040","PPM Oxygen Analyzer",,"AII","GPR-18","Analysis Ranges: 0-10 ppm, 0-100, 0-1000 ppm, 0-1%, 0-25% 
Area Classification: Enclosure Class 1, Division 1, Groups B, C, D NEMA4/7 
Connections: 1/8"" compression tube fittings
Power: Specify 100/120 or 220/240 VAC
Signal Output: 4-20mA isolated and 0-1V 
Sensor Model : GPR-12-333
                            XLT-12-333","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00041","PPM Oxygen Analyzer",,"AII","GPR-18 ATEX","Analysis Ranges: 0-10 ppm, 0-100, 0-1000 ppm, 0-1%, 0-25% FS ranges 
Area Classification: As above; meets standards for Class 1, Division 1, Groups B, C, D NEMA4/7 hazardous areas 
Connections: 1/8"" compression tube fittings
Power: Specify 100/120 or 220/240 VAC
Signal Output: 4-20mA isolated and 0-1V 
Sensor Model: GPR-12-333
                           XLT-12-333","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00042","PPB Oxygen Analyzer",,"AII","GPR-18 MS","Analysis Ranges: 0-1 ppm, 0-10, 0-100, 0-1000 ppm FS ranges 
Area Classification: Enclosure Class 1, Division 1, Groups B, C, D NEMA4/7 
Connections: 1/8"" compression tube fittings
Power: Specify 100/120 or 220/240 VAC
Signal Output: 4-20mA isolated and 0-1V 
Sensor Model :GPR-12-2000MS","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00043","PPB Oxygen Analyzer",,"AII","GPR-18 MS ATEX","Analysis Ranges: 0-1 ppm, 0-10, 0-100, 0-1000 ppm FS ranges 
Area Classification: Enclosure Class 1, Division 1, Groups B, C, D NEMA4/7 
Connections: 1/8"" compression tube fittings
Power: Specify 100/120 or 220/240 VAC
Signal Output: 4-20mA isolated and 0-1V 
Sensor Model :GPR-12-2000MS","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00044","PPM Oxygen Analyzer",,"AII","GPR-1800 AIS ATEX","Analysis Ranges: 0-10 PPM, 0-100 PPM, 0-1000 PPM, 0-1%, 0-25% FS ranges; auto-ranging or manually lock on single range
Area Classification: Meets the recognized intrinsic safety standards for use in Class 1, Division 1, Group C, D hazardous 
Connections: 1/8"" compression tube fittings
Power: 12-24 VDC (suitable for solar power systems) or 100/230 VAC 
Signal Output: 4-20mA 
Sensor Model :GPR-12-333
                           XLT-12-333","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00045","PPM Oxygen Analyzer",,"AII","GPR-1800 AIS UL",,"Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00046","PPM Oxygen Analyzer",,"AII","GPR-1800 AIS-LD ATEX",,"Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00047","PPM Oxygen Analyzer",,"AII","GPR-1800 AIS-LD UL",,"Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00048","PPM Oxygen Transmitter",,"AII","GPR-1800 IS ATEX","Analysis Ranges: 0-10 PPM, 0-100 PPM, 0-1000 PPM, 0-1%, 0-25% FS ranges; auto-ranging or manually lock on single range
Area Classification:Meets the recognized intrinsic safety standards for use in Class 1, Division 1, Group C, D hazardous 
Connections: 1/8"" compression tube fittings
Power: 12-24 VDC (suitable for solar powered systems)
Signal Output: 4-20mA 
Sensor Model :GPR-12-333
                           XLT-12-333","Transmitter","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00049","PPM Oxygen Transmitter",,"AII","GPR-1800 IS UL",,"Transmitter","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00050","PPM Oxygen Transmitter",,"AII","GPR-1800 IS-LD ATEX",,"Transmitter","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00051","PPM Oxygen Transmitter",,"AII","GPR-1800 IS-LD UL",,"Transmitter","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00052","PPM Oxygen Analyzer",,"AII","GPR-1900","Analysis Ranges: 0-10 ppm, 0-100, 0-1000, 0-1%, 0-25% FS ranges; auto-ranging or manually lock on single range
Area Classification: General purpose
Connections: 1/8"" compression tube fittings
Power: Universal 100/120/220/250 VAC or 9-28 VDC
Signal Output: 4-20mA isolated
Sensor Model :GPR-12-333
                           XLT-12-333","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00053","PPM Oxygen Analyzer",,"AII","GPR-1900 D","Analysis Ranges: 0-100 ppm, 0-1000 ppm, 0-1%, 0-25% FS ranges; auto-ranging or manually lock on single range 
Area Classification: General purpose
Connections: 1/8"" compression tube fittings
Power: Universal 100/120/220/250 VAC or 9-28 VDC
Signal Output: 4-20mA isolated
Sensor Model: GPR-12-100-4
                           XLT-12-100-4","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00054","PPB Oxygen Analyzer",,"AII","GPR-1900 MS","Analysis Ranges: 0-1 ppm, 0-10, 0-100, 0-1000 ppm FS ranges; auto-ranging or manually lock on single range
Area Classification: General purpose
Connections: 1/8"" compression tube fittings
Power: Universal; specify 100/120/220/240 VAC
Signal Output :4-20mA isolated and 0-1V 
Sensor Model: GPR-12-2000MS ","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
"Product_00055","Portable Oxygen Analyzer",,"AII","GPR-2000","Analysis Ranges: 0-1%, 0-5%, 0-10%, 0-25% (CAL) FS Auto-ranging or manual lock on a single range
Area Classification: General purpose
Connections: 1/8"" compression tube fittings
Power: Rechargeable battery
Signal Output : 0-1V FS
Sensor Model: GPR-11-32-RTS for non-acid (CO2) gas streams 
                            XLT-11-24-RTS for gas mixture with > 0.5% CO2","Analyzer For Gas","TRUE","TRUE","Stockable Product","Make to Stock","Buy","Standard Price","Ea","Ea","Periodical (manual)",0,0,"Output VAT","Input VAT"
